,away_score,away_team_away_team_gender,away_team_away_team_group,away_team_away_team_id,away_team_away_team_name,away_team_country_id,away_team_country_name,away_team_managers__country_id,away_team_managers__country_name,away_team_managers__dob,away_team_managers__id,away_team_managers__name,away_team_managers__nickname,competition_competition_id,competition_competition_name,competition_country_name,competition_stage_id,competition_stage_name,home_score,home_team_country_id,home_team_country_name,home_team_home_team_gender,home_team_home_team_group,home_team_home_team_id,home_team_home_team_name,home_team_managers__country_id,home_team_managers__country_name,home_team_managers__dob,home_team_managers__id,home_team_managers__name,home_team_managers__nickname,kick_off,last_updated,match_date,match_id,match_status,match_week,metadata_data_version,metadata_shot_fidelity_version,metadata_xy_fidelity_version,referee_country_id,referee_country_name,referee_id,referee_name,season_season_id,season_season_name,stadium_country_id,stadium_country_name,stadium_id,stadium_name
10,4,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,219,Deportivo La Coruna,160.0,Netherlands,1976-04-01,371.0,Clarence Seedorf,,20:45:00.000,2019-12-16T23:09:16.168756,2018-04-29,9912,available,35,1.0.2,2,,112.0,Italy,215.0,Ricardo De Burgos,1,2017/2018,,,4658.0,Estadio Abanca-Riazor
11,1,male,,211,Girona,214.0,Spain,214.0,Spain,1975-04-07,234.0,Pablo Javier Machín Díez,Pablo Machín,11,La Liga,Spain,1,Regular Season,6,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:45:00.000,2019-12-16T23:09:16.168756,2018-02-24,9811,available,25,1.0.2,2,,112.0,Italy,216.0,Javier Alberola,1,2017/2018,214.0,Spain,342.0,Camp Nou
12,5,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,0,214.0,Spain,male,,218,Real Betis,214.0,Spain,,620.0,Eder Sarabia Armesto,Eder Sarabia,20:45:00.000,2019-12-16T23:09:16.168756,2018-01-21,9765,available,20,1.1.0,2,,112.0,Italy,217.0,Santiago Jaime,1,2017/2018,214.0,Spain,352.0,Estadio Benito Villamarín
13,3,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,0,214.0,Spain,male,,220,Real Madrid,78.0,France,1972-06-23,56.0,Zinédine Zidane,,13:00:00.000,2019-12-16T23:09:16.168756,2017-12-23,9736,available,17,1.1.0,2,,112.0,Italy,220.0,José Sánchez,1,2017/2018,214.0,Spain,353.0,Estadio Santiago Bernabéu
14,0,male,,210,Real Sociedad,214.0,Spain,214.0,Spain,1971-07-04,85.0,Imanol Alguacil Barrenetxea,Imanol Alguacil,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:45:00.000,2019-12-16T23:09:16.168756,2018-05-20,9948,available,38,1.0.2,2,,112.0,Italy,224.0,José Munuera,1,2017/2018,214.0,Spain,342.0,Camp Nou
15,2,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,216,Getafe,214.0,Spain,1964-03-05,228.0,José Bordalás Jiménez,José Bordalás,16:15:00.000,2019-12-16T23:09:16.168756,2017-09-16,9602,available,4,1.0.2,2,,112.0,Italy,222.0,David Fernández,1,2017/2018,214.0,Spain,354.0,Coliseum Alfonso Pérez
16,2,male,,220,Real Madrid,214.0,Spain,78.0,France,1972-06-23,56.0,Zinédine Zidane,,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:45:00.000,2019-12-16T23:09:16.168756,2018-05-06,9924,available,36,1.0.2,2,,112.0,Italy,208.0,Alejandro Hernández,1,2017/2018,214.0,Spain,342.0,Camp Nou
17,0,male,,219,Deportivo La Coruna,214.0,Spain,214.0,Spain,1967-08-21,235.0,Cristóbal Parralo Aguilera,,11,La Liga,Spain,1,Regular Season,4,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:45:00.000,2019-12-16T23:09:16.168756,2017-12-17,9726,available,16,1.0.2,2,,214.0,Spain,180.0,Antonio Mateu,1,2017/2018,214.0,Spain,342.0,Camp Nou
18,0,male,,218,Real Betis,214.0,Spain,214.0,Spain,1958-09-27,238.0,Enrique Setién Solar,Quique Setién,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:15:00.000,2019-12-16T23:09:16.168756,2017-08-20,9575,available,1,1.1.0,2,,112.0,Italy,210.0,Daniel Trujillo,1,2017/2018,214.0,Spain,342.0,Camp Nou
19,0,male,,214,Espanyol,214.0,Spain,214.0,Spain,1965-02-05,236.0,Enrique Sánchez Flores,Quique Sánchez Flores,11,La Liga,Spain,1,Regular Season,5,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:45:00.000,2019-12-16T23:09:16.168756,2017-09-09,9592,available,3,1.1.0,2,,214.0,Spain,183.0,Jesús Gil,1,2017/2018,214.0,Spain,342.0,Camp Nou
20,1,male,,206,Deportivo Alavés,214.0,Spain,214.0,Spain,1970-04-19,187.0,Abelardo Fernández Antuña,,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:45:00.000,2019-12-16T23:09:16.168756,2018-01-28,9774,available,21,1.0.2,2,,112.0,Italy,218.0,Ignacio Iglesias,1,2017/2018,214.0,Spain,342.0,Camp Nou
21,1,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,208,Las Palmas,214.0,Spain,1970-04-18,220.0,Francisco Jémez Martín,Paco Jémez,21:00:00.000,2019-12-16T23:09:16.168756,2018-03-01,9827,available,26,1.0.2,2,,214.0,Spain,180.0,Antonio Mateu,1,2017/2018,214.0,Spain,357.0,Estadio de Gran Canaria
22,2,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,0,214.0,Spain,male,,206,Deportivo Alavés,11.0,Argentina,1981-01-13,511.0,Luis Francisco Zubeldía,,18:15:00.000,2019-12-16T23:09:16.168756,2017-08-26,9581,available,2,1.0.2,2,,112.0,Italy,223.0,Carlos Del Cerro,1,2017/2018,214.0,Spain,348.0,Estadio de Mendizorroza
23,2,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,209,Celta Vigo,214.0,Spain,1967-04-22,208.0,Juan Carlos Unzué Labiano,,21:00:00.000,2019-12-16T23:09:16.168756,2018-04-17,9889,available,33,1.1.0,2,,112.0,Italy,222.0,David Fernández,1,2017/2018,214.0,Spain,653.0,Abanca-Balaídos
24,1,male,,207,Valencia,214.0,Spain,214.0,Spain,1965-08-14,211.0,Marcelino García Toral,,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,16:15:00.000,2019-12-16T23:09:16.168756,2018-04-14,9880,available,32,1.0.2,2,,112.0,Italy,223.0,Carlos Del Cerro,1,2017/2018,214.0,Spain,342.0,Camp Nou
25,4,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,210,Real Sociedad,214.0,Spain,1964-04-13,229.0,Eusebio Sacristán Mena,Eusebio Sacristán,20:45:00.000,2019-12-16T23:09:16.168756,2018-01-14,9754,available,19,1.1.0,2,,112.0,Italy,211.0,José González,1,2017/2018,,,5043.0,Reale Arena
26,1,male,,222,Villarreal,214.0,Spain,214.0,Spain,1978-05-12,182.0,Javier Calleja Revilla,Javi Calleja,11,La Liga,Spain,1,Regular Season,5,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:00:00.000,2019-12-16T23:09:16.168756,2018-05-09,9928,available,34,1.1.0,2,,112.0,Italy,220.0,José Sánchez,1,2017/2018,214.0,Spain,342.0,Camp Nou
27,1,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,207,Valencia,214.0,Spain,1968-01-30,507.0,Juan Rubén Uría Corral,Rubén Uría,20:45:00.000,2019-12-16T23:09:16.168756,2017-11-26,9695,available,13,1.0.2,2,,112.0,Italy,218.0,Ignacio Iglesias,1,2017/2018,214.0,Spain,344.0,Estadio de Mestalla
28,0,male,,208,Las Palmas,214.0,Spain,214.0,Spain,1963-02-05,618.0,Francisco Martín Ayestarán Barandiarán,Pako Ayestarán,11,La Liga,Spain,1,Regular Season,3,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,16:15:00.000,2019-12-16T23:09:16.168756,2017-10-01,9636,available,7,1.0.2,2,,112.0,Italy,224.0,José Munuera,1,2017/2018,214.0,Spain,342.0,Camp Nou
29,0,male,,212,Atlético Madrid,214.0,Spain,11.0,Argentina,1970-04-28,230.0,Diego Pablo Simeone,,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,16:15:00.000,2019-12-16T23:09:16.168756,2018-03-04,9837,available,27,1.0.2,2,,214.0,Spain,183.0,Jesús Gil,1,2017/2018,214.0,Spain,342.0,Camp Nou
30,0,male,,216,Getafe,214.0,Spain,214.0,Spain,1964-03-05,228.0,José Bordalás Jiménez,José Bordalás,11,La Liga,Spain,1,Regular Season,0,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,16:15:00.000,2019-12-16T23:09:16.168756,2018-02-11,9794,available,23,1.0.2,2,,112.0,Italy,222.0,David Fernández,1,2017/2018,214.0,Spain,342.0,Camp Nou
31,3,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,0,214.0,Spain,male,,211,Girona,214.0,Spain,1975-04-07,234.0,Pablo Javier Machín Díez,Pablo Machín,20:45:00.000,2019-12-16T23:09:16.168756,2017-09-23,9620,available,6,1.0.2,2,,112.0,Italy,220.0,José Sánchez,1,2017/2018,214.0,Spain,343.0,Estadi Municipal de Montilivi
32,1,male,,322,Eibar,214.0,Spain,214.0,Spain,1961-03-14,221.0,José Luis Mendilibar Etxebarria,,11,La Liga,Spain,1,Regular Season,6,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,22:00:00.000,2019-12-16T23:09:16.168756,2017-09-19,9609,available,5,1.0.2,2,,112.0,Italy,208.0,Alejandro Hernández,1,2017/2018,214.0,Spain,342.0,Camp Nou
33,1,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,214,Espanyol,214.0,Spain,1965-02-05,236.0,Enrique Sánchez Flores,Quique Sánchez Flores,16:15:00.000,2019-12-16T23:09:16.168756,2018-02-04,9783,available,22,1.0.2,2,,214.0,Spain,183.0,Jesús Gil,1,2017/2018,214.0,Spain,351.0,RCDE Stadium
34,0,male,,215,Athletic Bilbao,214.0,Spain,214.0,Spain,1966-10-01,210.0,José Ángel Ziganda Lacunza,José Ángel Ziganda,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,217,Barcelona,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,16:15:00.000,2019-12-16T23:09:16.168756,2018-03-18,9855,available,29,1.0.2,2,,112.0,Italy,217.0,Santiago Jaime,1,2017/2018,214.0,Spain,342.0,Camp Nou
35,2,male,,217,Barcelona,214.0,Spain,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,213,Sevilla,112.0,Italy,,232.0,Vincenzo Montella,,20:45:00.000,2019-12-16T23:09:16.168756,2018-03-31,9860,available,30,1.0.2,2,,112.0,Italy,211.0,José González,1,2017/2018,214.0,Spain,349.0,Estadio Ramón Sánchez Pizjuán
0,0,male,,1049,Granada,214.0,Spain,214.0,Spain,1966-06-21,1612.0,Luis Lucas Alcaraz González,Lucas Alcaraz,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,20:45:00.000,2019-12-16T23:09:16.168756,2016-10-29,267058,available,10,1.1.0,2,2,112.0,Italy,207.0,Juan Martínez,2,2016/2017,214.0,Spain,342.0,Camp Nou
1,2,male,,206,Deportivo Alavés,214.0,Spain,11.0,Argentina,1971-10-05,681.0,Mauricio Pellegrino,,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,20:30:00.000,2019-12-16T23:09:16.168756,2016-09-10,266669,available,3,1.1.0,2,2,112.0,Italy,209.0,Mario Melero,2,2016/2017,214.0,Spain,342.0,Camp Nou
2,2,male,,217,Barcelona,214.0,Spain,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,212,Atlético Madrid,11.0,Argentina,1970-04-28,230.0,Diego Pablo Simeone,,16:15:00.000,2019-12-16T23:09:16.168756,2017-02-26,267464,available,24,1.1.0,2,2,214.0,Spain,180.0,Antonio Mateu,2,2016/2017,214.0,Spain,625.0,Estadio Vicente Calderón
3,1,male,,217,Barcelona,214.0,Spain,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,222,Villarreal,214.0,Spain,1965-05-03,509.0,Francisco Escriba Segura,Fran Escribá,20:45:00.000,2019-12-16T23:09:16.168756,2017-01-08,266477,available,17,1.1.0,2,2,112.0,Italy,218.0,Ignacio Iglesias,2,2016/2017,214.0,Spain,361.0,Estadio de la Cerámica
4,2,male,,322,Eibar,214.0,Spain,214.0,Spain,1961-03-14,221.0,José Luis Mendilibar Etxebarria,,11,La Liga,Spain,1,Regular Season,4,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,20:00:00.000,2019-12-16T23:09:16.168756,2017-05-21,267432,available,38,1.1.0,2,2,112.0,Italy,208.0,Alejandro Hernández,2,2016/2017,214.0,Spain,342.0,Camp Nou
5,1,male,,220,Real Madrid,214.0,Spain,78.0,France,1972-06-23,56.0,Zinédine Zidane,,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,16:15:00.000,2019-12-16T23:09:16.168756,2016-12-03,267076,available,14,1.1.0,2,2,,,1008.0,Clos Gómez,2,2016/2017,214.0,Spain,342.0,Camp Nou
6,0,male,,217,Barcelona,214.0,Spain,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,223,Málaga,214.0,Spain,1963-03-23,505.0,José Miguel González Martín del Campo,Míchel,20:45:00.000,2019-12-16T23:09:16.168756,2017-04-08,267590,available,31,1.1.0,2,2,214.0,Spain,183.0,Jesús Gil,2,2016/2017,214.0,Spain,346.0,Estadio La Rosaleda
7,4,male,,217,Barcelona,214.0,Spain,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,208,Las Palmas,214.0,Spain,1958-09-27,238.0,Enrique Setién Solar,Quique Setién,20:00:00.000,2019-12-16T23:09:16.168756,2017-05-14,267039,available,37,1.1.0,2,2,112.0,Italy,211.0,José González,2,2016/2017,214.0,Spain,357.0,Estadio de Gran Canaria
8,2,male,,210,Real Sociedad,214.0,Spain,214.0,Spain,1964-04-13,229.0,Eusebio Sacristán Mena,Eusebio Sacristán,11,La Liga,Spain,1,Regular Season,3,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,20:45:00.000,2019-12-16T23:09:16.168756,2017-04-15,267373,available,32,1.1.0,2,2,112.0,Italy,207.0,Juan Martínez,2,2016/2017,214.0,Spain,342.0,Camp Nou
9,1,male,,217,Barcelona,214.0,Spain,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,11,La Liga,Spain,1,Regular Season,0,214.0,Spain,male,,215,Athletic Bilbao,214.0,Spain,1964-02-09,227.0,Ernesto Valverde Tejedor,Ernesto Valverde,20:15:00.000,2019-12-16T23:09:16.168756,2016-08-28,266892,available,2,1.1.0,2,2,214.0,Spain,180.0,Antonio Mateu,2,2016/2017,214.0,Spain,345.0,San Mamés Barria
10,1,male,,222,Villarreal,214.0,Spain,214.0,Spain,1965-05-03,509.0,Francisco Escriba Segura,Fran Escribá,11,La Liga,Spain,1,Regular Season,4,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,18:30:00.000,2019-12-16T23:09:16.168756,2017-05-06,266952,available,36,1.1.0,2,2,112.0,Italy,220.0,José Sánchez,2,2016/2017,214.0,Spain,342.0,Camp Nou
11,0,male,,209,Celta Vigo,214.0,Spain,11.0,Argentina,1969-11-13,385.0,Manuel Eduardo Berizzo,,11,La Liga,Spain,1,Regular Season,5,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,20:45:00.000,2019-12-16T23:09:16.168756,2017-03-04,266299,available,26,1.1.0,2,2,214.0,Spain,183.0,Jesús Gil,2,2016/2017,214.0,Spain,342.0,Camp Nou
12,2,male,,207,Valencia,214.0,Spain,,,,,,,11,La Liga,Spain,1,Regular Season,4,214.0,Spain,male,,217,Barcelona,,,,,,,20:45:00.000,2019-12-16T23:09:16.168756,2017-03-19,266440,available,28,1.1.0,2,2,112.0,Italy,208.0,Alejandro Hernández,2,2016/2017,214.0,Spain,342.0,Camp Nou
13,3,male,,217,Barcelona,214.0,Spain,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,220,Real Madrid,78.0,France,1972-06-23,56.0,Zinédine Zidane,,20:45:00.000,2019-12-16T23:09:16.168756,2017-04-23,267569,available,33,1.1.0,2,2,112.0,Italy,208.0,Alejandro Hernández,2,2016/2017,214.0,Spain,353.0,Estadio Santiago Bernabéu
14,1,male,,205,Leganés,214.0,Spain,214.0,Spain,1969-12-06,84.0,Asier Garitano Aguirrezábal,Asier Garitano,11,La Liga,Spain,1,Regular Season,2,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,20:45:00.000,2019-12-16T23:09:16.168756,2017-02-19,267596,available,23,1.1.0,2,2,112.0,Italy,218.0,Ignacio Iglesias,2,2016/2017,214.0,Spain,342.0,Camp Nou
15,1,male,,217,Barcelona,214.0,Spain,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,11,La Liga,Spain,1,Regular Season,1,214.0,Spain,male,,210,Real Sociedad,214.0,Spain,1964-04-13,229.0,Eusebio Sacristán Mena,Eusebio Sacristán,20:45:00.000,2019-12-16T23:09:16.168756,2016-11-27,266191,available,13,1.1.0,2,2,214.0,Spain,183.0,Jesús Gil,2,2016/2017,,,4851.0,Reale Seguros Stadium
16,6,male,,217,Barcelona,214.0,Spain,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,11,La Liga,Spain,1,Regular Season,0,214.0,Spain,male,,206,Deportivo Alavés,11.0,Argentina,1971-10-05,681.0,Mauricio Pellegrino,,16:15:00.000,2019-12-16T23:09:16.168756,2017-02-11,266273,available,22,1.1.0,2,2,,,1008.0,Clos Gómez,2,2016/2017,214.0,Spain,348.0,Estadio de Mendizorroza
17,0,male,,213,Sevilla,214.0,Spain,11.0,Argentina,1960-03-13,637.0,Jorge Luis Sampaoli Moya,,11,La Liga,Spain,1,Regular Season,3,214.0,Spain,male,,217,Barcelona,214.0,Spain,1970-05-08,793.0,Luis Enrique Martínez García,Luis Enrique,19:30:00.000,2019-12-16T23:09:16.168756,2017-04-05,266280,available,30,1.1.0,2,2,,,1008.0,Clos Gómez,2,2016/2017,214.0,Spain,342.0,Camp Nou
