,away_score,away_team_away_team_gender,away_team_away_team_id,away_team_away_team_name,competition_competition_id,competition_competition_name,competition_country_name,competition_stage_id,competition_stage_name,home_score,home_team_home_team_gender,home_team_home_team_id,home_team_home_team_name,kick_off,last_updated,match_date,match_id,match_status,match_week,metadata_data_version,season_season_id,season_season_name
29,0,male,212,Atlético Madrid,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,16:15:00.000,2019-12-16T23:09:16.168756,2018-03-04,9837,available,27,1.0.2,1,2017/2018
30,0,male,216,Getafe,11,La Liga,Spain,1,Regular Season,0,male,217,Barcelona,16:15:00.000,2019-12-16T23:09:16.168756,2018-02-11,9794,available,23,1.0.2,1,2017/2018
31,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,211,Girona,20:45:00.000,2019-12-16T23:09:16.168756,2017-09-23,9620,available,6,1.0.2,1,2017/2018
32,1,male,322,Eibar,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2017-09-19,9609,available,5,1.0.2,1,2017/2018
33,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,214,Espanyol,16:15:00.000,2019-12-16T23:09:16.168756,2018-02-04,9783,available,22,1.0.2,1,2017/2018
34,0,male,215,Athletic Bilbao,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,16:15:00.000,2019-12-16T23:09:16.168756,2018-03-18,9855,available,29,1.0.2,1,2017/2018
35,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,213,Sevilla,20:45:00.000,2019-12-16T23:09:16.168756,2018-03-31,9860,available,30,1.0.2,1,2017/2018
0,0,male,1049,Granada,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,20:45:00.000,2019-12-16T23:09:16.168756,2016-10-29,267058,available,10,1.1.0,2,2016/2017
1,2,male,206,Deportivo Alavés,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,20:30:00.000,2019-12-16T23:09:16.168756,2016-09-10,266669,available,3,1.1.0,2,2016/2017
2,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,212,Atlético Madrid,16:15:00.000,2019-12-16T23:09:16.168756,2017-02-26,267464,available,24,1.1.0,2,2016/2017
3,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,222,Villarreal,20:45:00.000,2019-12-16T23:09:16.168756,2017-01-08,266477,available,17,1.1.0,2,2016/2017
4,2,male,322,Eibar,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2017-05-21,267432,available,38,1.1.0,2,2016/2017
5,1,male,220,Real Madrid,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,16:15:00.000,2019-12-16T23:09:16.168756,2016-12-03,267076,available,14,1.1.0,2,2016/2017
6,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,223,Málaga,20:45:00.000,2019-12-16T23:09:16.168756,2017-04-08,267590,available,31,1.1.0,2,2016/2017
7,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,208,Las Palmas,20:00:00.000,2019-12-16T23:09:16.168756,2017-05-14,267039,available,37,1.1.0,2,2016/2017
8,2,male,210,Real Sociedad,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,20:45:00.000,2019-12-16T23:09:16.168756,2017-04-15,267373,available,32,1.1.0,2,2016/2017
9,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,215,Athletic Bilbao,20:15:00.000,2019-12-16T23:09:16.168756,2016-08-28,266892,available,2,1.1.0,2,2016/2017
10,1,male,222,Villarreal,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,18:30:00.000,2019-12-16T23:09:16.168756,2017-05-06,266952,available,36,1.1.0,2,2016/2017
11,0,male,209,Celta Vigo,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,20:45:00.000,2019-12-16T23:09:16.168756,2017-03-04,266299,available,26,1.1.0,2,2016/2017
12,2,male,207,Valencia,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:45:00.000,2019-12-16T23:09:16.168756,2017-03-19,266440,available,28,1.1.0,2,2016/2017
13,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,220,Real Madrid,20:45:00.000,2019-12-16T23:09:16.168756,2017-04-23,267569,available,33,1.1.0,2,2016/2017
14,1,male,205,Leganés,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,20:45:00.000,2019-12-16T23:09:16.168756,2017-02-19,267596,available,23,1.1.0,2,2016/2017
15,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,210,Real Sociedad,20:45:00.000,2019-12-16T23:09:16.168756,2016-11-27,266191,available,13,1.1.0,2,2016/2017
16,6,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,206,Deportivo Alavés,16:15:00.000,2019-12-16T23:09:16.168756,2017-02-11,266273,available,22,1.1.0,2,2016/2017
17,0,male,213,Sevilla,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,19:30:00.000,2019-12-16T23:09:16.168756,2017-04-05,266280,available,30,1.1.0,2,2016/2017
18,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,422,Osasuna,13:00:00.000,2019-12-16T23:09:16.168756,2016-12-10,266357,available,15,1.1.0,2,2016/2017
19,1,male,214,Espanyol,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:45:00.000,2019-12-16T23:09:16.168756,2016-12-18,266528,available,16,1.1.0,2,2016/2017
20,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,218,Real Betis,12:00:00.000,2019-12-16T23:09:16.168756,2017-01-29,266516,available,20,1.1.0,2,2016/2017
21,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,322,Eibar,20:45:00.000,2019-12-16T23:09:16.168756,2017-01-22,266731,available,19,1.1.0,2,2016/2017
22,0,male,215,Athletic Bilbao,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,16:15:00.000,2019-12-16T23:09:16.168756,2017-02-04,266874,available,21,1.1.0,2,2016/2017
23,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,213,Sevilla,20:45:00.000,2019-12-16T23:09:16.168756,2016-11-06,266989,available,11,1.1.0,2,2016/2017
24,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,214,Espanyol,20:45:00.000,2019-12-16T23:09:16.168756,2017-04-29,267077,available,35,1.1.0,2,2016/2017
25,1,male,212,Atlético Madrid,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2016-09-21,267220,available,5,1.1.0,2,2016/2017
26,0,male,219,Deportivo La Coruna,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,16:15:00.000,2019-12-16T23:09:16.168756,2016-10-15,267492,available,8,1.1.0,2,2016/2017
27,1,male,422,Osasuna,11,La Liga,Spain,1,Regular Season,7,male,217,Barcelona,19:30:00.000,2019-12-16T23:09:16.168756,2017-04-26,267101,available,34,1.1.0,2,2016/2017
28,2,male,218,Real Betis,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,18:15:00.000,2019-12-16T23:09:16.168756,2016-08-20,267670,available,1,1.1.0,2,2016/2017
29,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,207,Valencia,16:15:00.000,2019-12-16T23:09:16.168756,2016-10-22,266033,available,9,1.1.0,2,2016/2017
30,1,male,1041,Sporting Gijón,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,19:30:00.000,2019-12-16T23:09:16.168756,2017-03-01,265952,available,25,1.1.0,2,2016/2017
31,0,male,208,Las Palmas,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,16:15:00.000,2019-12-16T23:09:16.168756,2017-01-14,267395,available,18,1.1.0,2,2016/2017
32,5,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,205,Leganés,13:00:00.000,2019-12-16T23:09:16.168756,2016-09-17,267212,available,4,1.1.0,2,2016/2017
33,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,219,Deportivo La Coruna,16:15:00.000,2019-12-16T23:09:16.168756,2017-03-12,267660,available,27,1.1.0,2,2016/2017
0,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,213,Sevilla,21:00:00.000,2019-12-16T23:09:16.168756,2010-05-08,69239,available,37,1.1.0,21,2009/2010
1,0,male,219,Deportivo La Coruna,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2010-04-14,69221,available,32,1.1.0,21,2009/2010
2,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,219,Deportivo La Coruna,22:00:00.000,2019-12-16T23:09:16.168756,2009-12-05,69218,available,13,1.1.0,21,2009/2010
3,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,901,Real Valladolid,20:00:00.000,2019-12-16T23:09:16.168756,2010-01-23,69210,available,19,1.1.0,21,2009/2010
4,5,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,627,Tenerife,21:00:00.000,2019-12-16T23:09:16.168756,2010-01-10,69219,available,17,1.1.0,21,2009/2010
5,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1041,Sporting Gijón,20:00:00.000,2019-12-16T23:09:16.168756,2010-01-30,69220,available,20,1.1.0,21,2009/2010
6,1,male,1219,Xerez,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,18:00:00.000,2019-12-16T23:09:16.168756,2010-04-24,69214,available,34,1.1.0,21,2009/2010
7,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,395,Real Zaragoza,21:00:00.000,2019-12-16T23:09:16.168756,2010-03-21,69227,available,27,1.1.0,21,2009/2010
8,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,216,Getafe,18:00:00.000,2019-12-16T23:09:16.168756,2009-09-12,69229,available,2,1.1.0,21,2009/2010
9,0,male,1217,Racing Santander,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2010-02-20,69233,available,23,1.1.0,21,2009/2010
10,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,214,Espanyol,20:00:00.000,2019-12-16T23:09:16.168756,2010-04-17,69213,available,33,1.1.0,21,2009/2010
11,0,male,207,Valencia,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,19:00:00.000,2019-12-16T23:09:16.168756,2010-03-14,69224,available,26,1.1.0,21,2009/2010
12,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,403,Almería,20:00:00.000,2019-12-16T23:09:16.168756,2010-03-06,69226,available,25,1.1.0,21,2009/2010
13,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,212,Atlético Madrid,21:00:00.000,2019-12-16T23:09:16.168756,2010-02-14,69237,available,22,1.1.0,21,2009/2010
14,1,male,223,Málaga,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2010-02-27,69238,available,24,1.1.0,21,2009/2010
15,0,male,901,Real Valladolid,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,19:00:00.000,2019-12-16T23:09:16.168756,2010-05-16,69242,available,38,1.1.0,21,2009/2010
16,1,male,215,Athletic Bilbao,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2010-04-03,69247,available,30,1.1.0,21,2009/2010
17,1,male,216,Getafe,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2010-02-06,69240,available,21,1.1.0,21,2009/2010
18,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,222,Villarreal,22:00:00.000,2019-12-16T23:09:16.168756,2010-05-01,69244,available,35,1.1.0,21,2009/2010
19,1,male,627,Tenerife,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2010-05-04,69241,available,36,1.1.0,21,2009/2010
20,2,male,1043,Mallorca,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2009-11-07,69250,available,10,1.1.0,21,2009/2010
21,0,male,213,Sevilla,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2010-01-16,69243,available,18,1.1.0,21,2009/2010
22,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,1217,Racing Santander,22:00:00.000,2019-12-16T23:09:16.168756,2009-09-22,69254,available,4,1.1.0,21,2009/2010
23,0,male,403,Almería,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2009-10-03,69256,available,6,1.1.0,21,2009/2010
24,1,male,395,Real Zaragoza,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2009-10-25,69253,available,8,1.1.0,21,2009/2010
25,0,male,422,Osasuna,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2010-03-24,69257,available,28,1.1.0,21,2009/2010
26,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,223,Málaga,20:00:00.000,2019-12-16T23:09:16.168756,2009-09-26,69255,available,5,1.1.0,21,2009/2010
27,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1219,Xerez,22:00:00.000,2019-12-16T23:09:16.168756,2009-12-02,69267,available,15,1.1.0,21,2009/2010
28,0,male,220,Real Madrid,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,19:00:00.000,2019-12-16T23:09:16.168756,2009-11-29,69262,available,12,1.1.0,21,2009/2010
29,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,207,Valencia,22:00:00.000,2019-12-16T23:09:16.168756,2009-10-17,69252,available,7,1.1.0,21,2009/2010
30,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,220,Real Madrid,22:00:00.000,2019-12-16T23:09:16.168756,2010-04-10,69259,available,31,1.1.0,21,2009/2010
31,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,422,Osasuna,20:00:00.000,2019-12-16T23:09:16.168756,2009-10-31,69277,available,9,1.1.0,21,2009/2010
32,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,215,Athletic Bilbao,22:00:00.000,2019-12-16T23:09:16.168756,2009-11-21,69288,available,11,1.1.0,21,2009/2010
33,2,male,212,Atlético Madrid,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2009-09-19,69292,available,3,1.1.0,21,2009/2010
34,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1043,Mallorca,20:00:00.000,2019-12-16T23:09:16.168756,2010-03-27,69298,available,29,1.1.0,21,2009/2010
0,1,male,1043,Mallorca,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,19:00:00.000,2019-12-16T23:09:16.168756,2010-10-03,69236,available,6,1.1.0,22,2010/2011
1,0,male,214,Espanyol,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,19:00:00.000,2019-12-16T23:09:16.168756,2011-05-08,69234,available,35,1.1.0,22,2010/2011
2,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,210,Real Sociedad,20:00:00.000,2019-12-16T23:09:16.168756,2011-04-30,69246,available,34,1.1.0,22,2010/2011
3,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,1041,Sporting Gijón,20:00:00.000,2019-12-16T23:09:16.168756,2011-02-12,69248,available,23,1.1.0,22,2010/2011
4,1,male,207,Valencia,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2010-10-16,69260,available,7,1.1.0,22,2010/2011
5,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,395,Real Zaragoza,18:00:00.000,2019-12-16T23:09:16.168756,2010-10-23,69263,available,8,1.1.0,22,2010/2011
6,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,221,Levante,20:00:00.000,2019-12-16T23:09:16.168756,2011-05-11,69272,available,36,1.1.0,22,2010/2011
7,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,212,Atlético Madrid,19:00:00.000,2019-12-16T23:09:16.168756,2010-09-19,69269,available,3,1.1.0,22,2010/2011
8,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,216,Getafe,19:00:00.000,2019-12-16T23:09:16.168756,2010-11-07,69270,available,10,1.1.0,22,2010/2011
9,0,male,422,Osasuna,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-04-23,69271,available,33,1.1.0,22,2010/2011
10,1,male,223,Málaga,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2011-01-16,69278,available,19,1.1.0,22,2010/2011
11,0,male,212,Atlético Madrid,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2011-02-05,69276,available,22,1.1.0,22,2010/2011
12,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,219,Deportivo La Coruna,22:00:00.000,2019-12-16T23:09:16.168756,2011-01-08,69280,available,18,1.1.0,22,2010/2011
13,5,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,214,Espanyol,20:00:00.000,2019-12-16T23:09:16.168756,2010-12-18,69275,available,16,1.1.0,22,2010/2011
14,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1043,Mallorca,20:00:00.000,2019-12-16T23:09:16.168756,2011-02-26,69283,available,25,1.1.0,22,2010/2011
15,1,male,215,Athletic Bilbao,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2011-02-20,69282,available,24,1.1.0,22,2010/2011
16,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,207,Valencia,22:00:00.000,2019-12-16T23:09:16.168756,2011-03-02,69274,available,26,1.1.0,22,2010/2011
17,2,male,1218,Hércules,11,La Liga,Spain,1,Regular Season,0,male,217,Barcelona,18:00:00.000,2019-12-16T23:09:16.168756,2010-09-11,69287,available,2,1.1.0,22,2010/2011
18,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1217,Racing Santander,19:00:00.000,2019-12-16T23:09:16.168756,2010-08-29,69286,available,1,1.1.0,22,2010/2011
19,0,male,213,Sevilla,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2010-10-30,69289,available,9,1.1.0,22,2010/2011
20,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,213,Sevilla,21:00:00.000,2019-12-16T23:09:16.168756,2011-03-13,69291,available,28,1.1.0,22,2010/2011
21,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1218,Hércules,20:00:00.000,2019-12-16T23:09:16.168756,2011-01-29,69296,available,21,1.1.0,22,2010/2011
22,0,male,1217,Racing Santander,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-01-22,69295,available,20,1.1.0,22,2010/2011
23,0,male,395,Real Zaragoza,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-03-05,69300,available,27,1.1.0,22,2010/2011
24,0,male,220,Real Madrid,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2010-11-29,69299,available,13,1.1.0,22,2010/2011
25,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,222,Villarreal,22:00:00.000,2019-12-16T23:09:16.168756,2011-04-02,69304,available,30,1.1.0,22,2010/2011
26,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,422,Osasuna,20:45:00.000,2019-12-16T23:09:16.168756,2010-12-04,69307,available,14,1.1.0,22,2010/2011
27,1,male,222,Villarreal,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2010-11-13,69308,available,11,1.1.0,22,2010/2011
28,0,male,210,Real Sociedad,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2010-12-12,69302,available,15,1.1.0,22,2010/2011
29,1,male,216,Getafe,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-03-19,69303,available,29,1.1.0,22,2010/2011
30,8,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,403,Almería,20:00:00.000,2019-12-16T23:09:16.168756,2010-11-20,69306,available,12,1.1.0,22,2010/2011
31,1,male,403,Almería,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-04-09,69305,available,31,1.1.0,22,2010/2011
32,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,220,Real Madrid,22:00:00.000,2019-12-16T23:09:16.168756,2011-04-16,69245,available,32,1.1.0,22,2010/2011
0,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,210,Real Sociedad,18:00:00.000,2019-12-16T23:09:16.168756,2011-09-10,69264,available,3,1.1.0,23,2011/2012
